Chemical ID,MolecularWeight,MolecularFormula,IUPACName,CanonicalSMILES,InChI,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,CovalentUnitCount,Boiling Point,Melting Point,Flash Point,Solubility,Density,Vapor Density,Vapor Pressure,LogP,Stability,Auto-Ignition,Viscosity,Heat of Combustion,Heat of Vaporization,Surface Tension,Ionization Potential,Dissociation Constants
7761-88-8,169.873,AgNO3,silver;nitrate,[N+](=O)([O-])[O-].[Ag+],InChI=1S/Ag.NO3/c;2-1(3)4/q+1;-1,Not Available,168.89291,168.89291,62.9,18,0,3,0,5,2,"824 °F at 760 mmHg (Decomposes) (NTP, 1992)","414 °F (NTP, 1992)",Not Available,"greater than or equal to 100 mg/mL at 61 °F (NTP, 1992)","4.35 at 66.2 °F (USCG, 1999) - Denser than water; will sink",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1301-96-8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
5610-59-3,149.885,CAgNO,silver;oxidoazaniumylidynemethane,[C-]#[N+][O-].[Ag+],InChI=1S/CNO.Ag/c1-2-3;/q-1;+1,Not Available,148.90308,148.90308,30.7,31,0,2,0,4,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
26042-63-7,252.832,AgF6P,silver;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Ag+],"InChI=1S/Ag.F6P/c;1-7(2,3,4,5)6/q+1;-1",Not Available,251.86927,251.86927,0,62,0,7,0,8,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-00-1,358.07,AgO4Re,silver;oxido(trioxo)rhenium,[O-][Re](=O)(=O)=O.[Ag+],InChI=1S/Ag.4O.Re/q+1;;;;-1;,Not Available,357.84050,357.84050,74.3,95,0,4,0,6,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1701-93-5,165.95,CAgNS,silver;thiocyanate,C(#N)[S-].[Ag+],InChI=1S/CHNS.Ag/c2-1-3;/h3H;/q;+1/p-1,Not Available,164.88024,164.88024,24.8,31,0,2,0,4,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7659-31-6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
534-16-7,275.745,CAg2O3,disilver;carbonate,C(=O)([O-])[O-].[Ag+].[Ag+],"InChI=1S/CH2O3.2Ag/c2-1(3)4;;/h(H2,2,3,4);;/q;2*+1/p-2",Not Available,275.79459,273.79493,63.2,18,0,3,0,6,3,Not Available,Not Available,Not Available,Not Available,"6.1 at 68 °F (USCG, 1999) - Denser than water; will sink",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
533-51-7,303.76,C2Ag2O4,disilver;oxalate,C(=O)(C(=O)[O-])[O-].[Ag+].[Ag+],"InChI=1S/C2H2O4.2Ag/c3-1(4)2(5)6;;/h(H,3,4)(H,5,6);;/q;2*+1/p-2",Not Available,303.78951,301.78984,80.3,60,0,4,0,8,3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
75763-82-5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-01-2,331.730,Ag2CrO4,disilver;dioxido(dioxo)chromium,[O-][Cr](=O)(=O)[O-].[Ag+].[Ag+],InChI=1S/2Ag.Cr.4O/q2*+1;;;;2*-1,Not Available,331.73001,329.73035,80.3,62,0,4,0,7,3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-02-3,431.72,Ag2Cr2O7,disilver;oxido-(oxido(dioxo)chromio)oxy-dioxochromium,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Ag+].[Ag+],InChI=1S/2Ag.2Cr.7O/q2*+1;;;;;;;;2*-1,Not Available,431.65526,429.65559,124,194,0,7,0,11,3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1302-01-8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
13765-74-7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
20667-12-3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
21548-73-2,248.81,Ag2HS,silver;silver;sulfanide,[SH-].[Ag].[Ag+],InChI=1S/2Ag.H2S/h;;1H2/q;+1;/p-1,Not Available,248.78974,246.79008,1,2,1,1,0,3,3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
10294-26-5,311.80,Ag2O4S,disilver;sulfate,[O-]S(=O)(=O)[O-].[Ag+].[Ag+],"InChI=1S/2Ag.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",Not Available,311.76158,309.76191,88.6,62,0,4,0,7,3,Not Available,Not Available,Not Available,Not Available,"5.45 at 68 °F (USCG, 1999) - Denser than water; will sink",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1302-09-6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-05-6,342.71,Ag2O3Se,disilver;selenite,[O-][Se](=O)[O-].[Ag+].[Ag+],"InChI=1S/2Ag.H2O3Se/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2",Not Available,343.71111,341.71145,63.2,18,0,3,0,6,3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-07-8,358.71,Ag2O4Se,disilver;selenate,[O-][Se](=O)(=O)[O-].[Ag+].[Ag+],"InChI=1S/2Ag.H2O4Se/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",Not Available,359.70603,357.70636,80.3,62,0,4,0,7,3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12002-99-2,343.3,Ag2Te,Not Available,[Ag].[Ag].[Te],InChI=1S/2Ag.Te,Not Available,345.71607,343.71641,0,2,0,0,0,3,3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
11078-32-3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
11078-33-4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12444-96-1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
37375-12-5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-09-0,418.576,Ag3O4P,trisilver;phosphate,[O-]P(=O)([O-])[O-].[Ag+].[Ag+].[Ag+],"InChI=1S/3Ag.H3O4P/c;;;1-5(2,3)4/h;;;(H3,1,2,3,4)/q3*+1;/p-3",Not Available,417.66836,415.66870,86.3,36,0,4,0,8,4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
15983-65-0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7429-90-5,26.981538,Al,aluminum,[Al],InChI=1S/Al,Not Available,26.9815384,26.9815384,0,0,0,0,0,1,1,4221 °F,{'Number': [660]},Not Available,Insoluble in water and in organic solvents. Soluble in dilute hydrochloric acid.,2.70,Not Available,0 mmHg (approx),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
22831-42-1,101.90313,AlAs,alumanylidynearsane,[Al]#[As],InChI=1S/Al.As,Not Available,101.903133,101.903133,0,10,0,0,0,2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12041-50-8,37.80,AlB,alumanylidyneborane,B#[Al],InChI=1S/Al.B,Not Available,37.9908436,37.9908436,0,10,0,0,0,2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12041-54-2,156.7,AlB12,Not Available,[B].[B].[B].[B].[B].[B].[B].[B].[B].[B].[B].[B].[Al],InChI=1S/Al.12B,Not Available,157.100464,159.093200,0,0,0,0,0,13,13,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7727-15-3,266.69,AlBr3,tribromoalumane,[Al](Br)(Br)Br,InChI=1S/Al.3BrH/h;3*1H/q+3;;;/p-3,Not Available,265.73450,263.73655,0,8,0,0,0,4,1,255 °C,97.5 °C,Not Available,It is similar to anhydrous AlCl3 but is more reactive and more sol in organic media. ... Fumes strongly in air; combines with water with violence.,3.2,Not Available,1 mm Hg at 81.3 °C,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-11-4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7360-53-4,162.03,C3H3AlO6,aluminum;triformate,C(=O)[O-].C(=O)[O-].C(=O)[O-].[Al+3],"InChI=1S/3CH2O2.Al/c3*2-1-3;/h3*1H,(H,2,3);/q;;;+3/p-3",Not Available,161.9745012,161.9745012,120,7,0,6,0,10,4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7446-70-0,133.34,AlCl3,trichloroalumane,[Al](Cl)(Cl)Cl,InChI=1S/Al.3ClH/h;3*1H/q+3;;;/p-3,Not Available,131.888096,131.888096,0,8,0,0,0,4,1,182.7 °C at 752 mm Hg /Sublimation temperature/,"381 °F (USCG, 1999)",Not Available,Water reactive,"2.44 at 77 °F (USCG, 1999) - Denser than water; will sink",Not Available,1 mm Hg at 100.0 °C,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-13-6,241.43,AlCl3H12O6,trichloroalumane;hexahydrate,O.O.O.O.O.O.[Al](Cl)(Cl)Cl,InChI=1S/Al.3ClH.6H2O/h;3*1H;6*1H2/q+3;;;;;;;;;/p-3,Not Available,239.951485,239.951485,6,8,6,6,0,10,7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-18-1,83.976748,AlF3,trifluoroalumane,F[Al](F)F,InChI=1S/Al.3FH/h;3*1H/q+3;;;/p-3,Not Available,83.9767479,83.9767479,0,8,0,3,0,4,1,Not Available,1291 °C,Not Available,"Loses water at 100 °C, more at 200 °C. ... slight solubility. /Trihydrate/","2.88 at 77 °F (USCG, 1999) - Denser than water; will sink",Not Available,1 mm Hg @ 1238 °C,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-23-8,407.6949,AlI3,triiodoalumane,[Al](I)(I)I,InChI=1S/Al.3HI/h;3*1H/q+3;;;/p-3,Not Available,407.6950,407.6950,0,8,0,0,0,4,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
24304-00-5,40.988,AlN,azanylidynealumane,N#[Al],InChI=1S/Al.N,Not Available,40.9846124,40.9846124,23.8,10,0,1,0,2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
13473-90-0,213.00,AlN3O9,aluminum;trinitrate,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Al+3],InChI=1S/Al.3NO3/c;3*2-1(3)4/q+3;3*-1,Not Available,212.9449920,212.9449920,189,18,0,9,0,13,4,Not Available,"163 °F (USCG, 1999)",Not Available,Not Available,"greater than 1 at 68 °F (USCG, 1999)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
21645-51-2,78.004,AlH3O3,aluminum;trihydroxide,[OH-].[OH-].[OH-].[Al+3],InChI=1S/Al.3H2O/h;3*1H2/q+3;;;/p-3,Not Available,77.9897574,77.9897574,3,0,3,3,0,4,4,Not Available,300 °C,Not Available,"Insoluble in water; soluble in alkaline solutions, acid solutions",2.42 g/cu cm,Not Available,"Vapor pressure, Pa at 20 °C:",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Aluminum hydroxide is capable of reacting as either an acid or a base
20859-73-8,57.955300,AlP,alumanylidynephosphane,[Al]#P,InChI=1S/Al.P,Not Available,57.9553004,57.9553004,0,10,0,0,0,2,1,Not Available,"Does not melt or decompose at temperatures up to 1832 °F. (EPA, 1998)",Not Available,Reacts with water,"2.85 at 59 °F (EPA, 1998) - Denser than water; will sink",Not Available,"Very low, even at 1000 °C",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-30-7,121.953,AlO4P,aluminum;phosphate,[O-]P(=O)([O-])[O-].[Al+3],"InChI=1S/Al.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+3;/p-3",Not Available,121.9349589,121.9349589,86.3,36,0,4,0,6,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
25152-52-7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1344-28-1,101.961,Al2O3,dialuminum;oxygen(2-),[O-2].[O-2].[O-2].[Al+3].[Al+3],InChI=1S/2Al.3O/q2*+3;3*-2,Not Available,101.947821,101.947821,3,0,0,3,0,5,5,"5396 °F at 760 mmHg (NIOSH, 2024)","3632 °F (NIOSH, 2024)",Not Available,"Insoluble (NIOSH, 2024)","4 (NIOSH, 2024) - Denser than water; will sink",Not Available,"0 mmHg (approx) (NIOSH, 2024)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
10043-01-3,342.2,Al2O12S3,dialuminum;trisulfate,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],"InChI=1S/2Al.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",Not Available,341.818266,341.818266,266,62,0,12,0,17,5,{'Number': [1600]},{'Number': [700]},Not Available,86.9 g/ 100 ml,1.61,Not Available,Esentially zero.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1302-81-4,150.2,Al2S3,dialuminum;trisulfide,[Al+3].[Al+3].[S-2].[S-2].[S-2],InChI=1S/2Al.3S/q2*+3;3*-2,Not Available,149.879290,149.879290,3,0,0,3,0,5,5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1302-82-5,290.9,Al2Se3,dialuminum;selenium(2-),[Al+3].[Al+3].[Se-2].[Se-2].[Se-2],InChI=1S/2Al.3Se/q2*+3;3*-2,Not Available,291.71343,293.71264,0,0,0,3,0,5,5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1299-86-1,143.96,C3Al4,alumanylidynemethyl(alumanylidynemethylalumanylidenemethylidene)alumane,C(#[Al])[Al]=C=[Al]C#[Al],InChI=1S/3C.4Al,Not Available,143.926154,143.926154,0,164,0,0,0,7,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1302-93-8,426.05,Al6O13Si2,dioxosilane;oxo(oxoalumanyloxy)alumane,O=[Al]O[Al]=O.O=[Al]O[Al]=O.O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O,InChI=1S/6Al.2O2Si.9O/c;;;;;;2*1-3-2;;;;;;;;;,Not Available,425.776974,425.776974,198,52,0,13,0,21,5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
13464-46-5,349.42,AmCl3,trichloroamericium,Cl[Am](Cl)Cl,InChI=1S/Am.3ClH/h;3*1H/q+3;;;/p-3,Not Available,347.96794,347.96794,0,8,0,0,0,4,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12005-67-3,534.121,Am2O3-6,americium;oxygen(2-),[O-2].[O-2].[O-2].[Am].[Am],InChI=1S/2Am.3O/q;;3*-2,Not Available,534.10750,534.10750,3,0,0,3,0,5,5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7440-38-2,74.92159,As,arsenic,[As],InChI=1S/As,Not Available,74.921595,74.921595,0,0,0,0,0,1,1,"1135 °F at 760 mmHg (sublimes) (USCG, 1999)","1135 °F (Sublimes) (NIOSH, 2024)",Not Available,"Insoluble (NIOSH, 2024)","5.727 at 77 °F (USCG, 1999) - Denser than water; will sink",Not Available,"0 mmHg (approx) (NIOSH, 2024)",Not Available,Not Available,Not Available,Not Available,Not Available,11.2 kcal/g-atom,Not Available,Not Available,Not Available
82868-10-8,170.82,AsBrO,Not Available,O=[As]Br,InChI=1S/AsBrO/c2-1-3,Not Available,169.83485,169.83485,17.1,12,0,1,0,3,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-33-0,314.63,AsBr3,tribromoarsane,[As](Br)(Br)Br,InChI=1S/AsBr3/c2-1(3)4,Not Available,313.67456,311.67661,0,8,0,0,0,4,1,221 °C,31.1 °C,Not Available,"Soluble in hydrocarbons; carbon tetrachloride; very soluble in ether, benzene",3.40 @ 25 °C,Not Available,1 mm Hg @ 41.8 °C,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-34-1,181.28,AsCl3,trichloroarsane,Cl[As](Cl)Cl,InChI=1S/AsCl3/c2-1(3)4,Not Available,179.828153,179.828153,0,8,0,0,0,4,1,"266.4 °F at 760 mmHg (USCG, 1999)","3.2 °F (EPA, 1998)",Not Available,"One mol can be dissolved in 9 moles of water; miscible with chloroform, carbon tetrachloride, iodine, sulfur, alkali iodides, oils and fats.","2.156 at 77 °F (USCG, 1999) - Denser than water; will sink","6.25 (EPA, 1998) - Heavier than air; will sink (Relative to Air)","10 mmHg at 74.3 °F (EPA, 1998)",Not Available,Not Available,Not Available,Not Available,Not Available,35.01 kJ/mol,Not Available,Not Available,Not Available
60646-36-8,197.28,AsCl3O,Not Available,O=[As](Cl)(Cl)Cl,"InChI=1S/AsCl3O/c2-1(3,4)5",Not Available,195.823067,195.823067,17.1,53,0,1,0,5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
22441-45-8,252.2,AsCl5,pentachloro-lambda5-arsane,Cl[As](Cl)(Cl)(Cl)Cl,"InChI=1S/AsCl5/c2-1(3,4,5)6",Not Available,251.762908,249.765858,0,37,0,0,0,6,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-35-2,131.91680,AsF3,trifluoroarsane,F[As](F)F,InChI=1S/AsF3/c2-1(3)4,Not Available,131.916804,131.916804,0,8,0,3,0,4,1,57.8 °C,-5.9 °C,Not Available,Soluble in ammonium hydroxide,2.7,Not Available,100 mm Hg @ 13.2 °C,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-36-3,169.91361,AsF5,pentafluoro-lambda5-arsane,F[As](F)(F)(F)F,"InChI=1S/AsF5/c2-1(3,4,5)6",Not Available,169.913610,169.913610,0,37,0,5,0,6,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7784-42-1,77.946,AsH3,arsane,[AsH3],InChI=1S/AsH3/h1H3,Not Available,77.945070,77.945070,0,0,0,0,0,1,1,"-80.4 °F at 760 mmHg (EPA, 1998)","-179 °F (EPA, 1998)",Flammable gas,"20 cc/100 cc (NTP, 1992)","1.689 at 185 °F (EPA, 1998) - Denser than water; will sink","2.66 to 2.695 (EPA, 1998) (Relative to Air)","greater than 1 atm (EPA, 1998)",Not Available,Not Available,Not Available,"Viscosity of the gas at 101.325 kPa at 0 °C: 0.01458 mPaXs, 0.01458 mNXs/sq m",Not Available,16.69 kJ/mol,Not Available,9.89 eV,Not Available
7784-45-4,455.6350,AsI3,triiodoarsane,[As](I)(I)I,InChI=1S/AsI3/c2-1(3)4,Not Available,455.6350,455.6350,0,8,0,0,0,4,1,424 °C,140.9 °C,Not Available,6 g/100 ml water at 25 °C,4.688 @ 25 °C/4 °C,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12005-99-1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12255-12-8,213.841,As2O4,Not Available,O=[As]OO[As]=O,InChI=1S/As2O4/c3-1-5-6-2-4,Not Available,213.82285,213.82285,52.6,41,0,4,1,6,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12255-33-3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12511-95-4,167.84288,AsP3,"1,2,3-triphospha-4-arsatricyclo[1.1.0.02,4]butane",P12P3P1[As]23,InChI=1S/AsP3/c1-2-3(1)4(1)2,Not Available,167.842881,167.842881,0,64,0,0,0,4,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
12006-06-3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
15942-63-9,153.875,As2H4,arsanylarsane,[AsH2][AsH2],InChI=1S/As2H4/c1-2/h1-2H2,Not Available,153.87449,153.87449,0,0,0,0,0,2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
